,page,job_id,title,role_id,listing_date,teaser,classification,subClassification,workType,location,suburbWhereValue,salary,companyName,company_advertiser,isPrivateAdvertiser
135,7,59877376,Data Warehouse Developer,datawarehouse-developer,2023-01-26T23:25:16Z,The role involves implementation of Data Warehouse strategies & supporting operations to meet business objectives,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Macquarie Park NSW 2113,,Canon,A Canon Group Company,False
136,7,59752795,6 x Software Developer / Data Engineer,software-developer,2023-01-17T04:45:15Z,"Ensuring consistency in development disciplines and will establish, govern and uphold development framework.

Call Eric on (02) 6299 1006",Information & Communication Technology,Developers/Programmers,Contract/Temp,Canberra,Canberra ACT 2600,$125 - $145 p.h. + inc super,Recruitment Hive,Recruitment Hive,False
137,7,59738532,Azure Data Engineer,data-engineer,2023-01-16T06:20:24Z,We need an experienced Azure Data Engineer to join an exciting greenfield project where you'll be helping to build a cloud based data warehouse.,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,"165,000",FourQuarters Recruitment,FourQuarters Recruitment,False
138,7,59749779,Senior Data Engineer,data-engineer,2023-01-17T02:48:50Z,Client facing role for an experienced Azure Data Engineer to join one of the leading names in the Consulting industry,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,$175k package,TrooCoo,Troocoo,False
139,7,59685627,Data Engineer,data-engineer,2023-01-11T06:19:42Z,Showcase your skills as a Data Engineer as you build and maintain our data quality platform.,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Sydney NSW 2000,Salary commensurate to experience,Macquarie Group,Macquarie Group Limited,False
140,7,59738957,Data Engineer,data-engineer,2023-01-16T06:49:06Z,"6 month contract, AWS, Snowflake, Python",Information & Communication Technology,Consultants,Contract/Temp,Melbourne,Melbourne VIC 3000,"6 month daily rate contract, AWS, Python, Snowflak",Sirius People,Sirius Technology Melbourne part of Sirius People Pty Ltd,False
141,7,59755834,Senior Data Engineer,data-engineer,2023-01-17T06:56:02Z,"Work for a prestigious government enterprise on a long 12-month contract to design, build and deploy data lake, database and data warehouse solutions",Information & Communication Technology,Developers/Programmers,Contract/Temp,Sydney,Macquarie Park NSW 2113,$1k - $1100 p.d. + Super,Bluefin Resources,Bluefin Resources Pty Limited,False
142,7,59738970,Data Engineer Consultant,data-engineer,2023-01-16T06:50:24Z,"We're looking for Data professionals to join our team. If you have a passion for data and a desire to develop your skills, this role is for you!",Information & Communication Technology,Consultants,Full Time,Brisbane,Brisbane QLD 4000,,Servian,Servian Pty Ltd,False
143,7,59682668,Data Engineer,data-engineer,2023-01-11T04:13:05Z,have several opportunities in the Data space for one of our clients in the technology sector.,Information & Communication Technology,Other,Full Time,Sydney,Sydney NSW 2000,$150k - $170k Package,Charterhouse,Charterhouse,False
144,7,59724987,Senior Data Engineer | 6 month Contract,data-engineer,2023-01-15T21:58:40Z,Billigence is looking for experienced and talented Data Engineers to work alongside one of Australia's most recognised brands.,Information & Communication Technology,Database Development & Administration,Contract/Temp,Sydney,Sydney NSW 2000,,Billigence,Billigence,False
145,7,59706892,Data Engineer,data-engineer,2023-01-12T23:21:22Z,Exciting opportunity for a Data Engineer with experience across data architecture & web applications for event broadcast & distribution.,Information & Communication Technology,Other,Full Time,Melbourne,,Attractive Package,Tennis Australia,Tennis Australia,False
146,7,59731932,Senior Data Engineer - Solution Architecture,data-engineer,2023-01-16T02:25:21Z,"Provide technical leadership & direction in the design & delivery of data products, data flows, data streaming systems, & the analysis of data.",Information & Communication Technology,Database Development & Administration,Full Time,Perth,Perth WA 6000,"$130 - $150,000 + Superannuation / annum",Michael Page,Michael Page Information Technology,False
147,7,59719485,Data Engineer,data-engineer,2023-01-13T11:02:38Z,Data Engineer - up to 600 AUD per day - 6 month contract - MELBOURNE,Information & Communication Technology,Developers/Programmers,Contract/Temp,Melbourne,,$70 - $80 per hour,Elite IT Recruitment,Elite IT Recruitment,False
148,7,59768433,Software Developer/Data Engineer - Multiple!,software-developer,2023-01-18T04:29:05Z,"Software Developer and/or Data Engineer, Multiple positions, Python, Ongoing contract",Information & Communication Technology,Engineering - Software,Contract/Temp,Canberra,Canberra ACT 2600,Competitive,Ignite Recruitment,Ignite,False
149,7,59737786,Data Engineering Lead,data-engineer,2023-01-16T05:46:19Z,"Join a growing healthcare company with 3,000+ employees. Take lead in delivering our Azure Data Platform using modern technologies. At Icon, You Can.",Information & Communication Technology,Developers/Programmers,Full Time,Brisbane,Brisbane QLD 4000,,Icon Group,Icon Group,False
150,7,59676421,Data Engineer,data-engineer,2023-01-11T00:10:59Z,Use your skills as a Data Engineer to embark on exciting digital transformation projects for a large government organisation! Hybrid/Fortitude Valley,Information & Communication Technology,Engineering - Software,Contract/Temp,Brisbane,Brisbane QLD 4000,$1000-$1200+GST,PRA,PRA,False
151,7,59812123,Java Data Engineer,data-engineer,2023-01-23T01:08:01Z,Have a passion for data and continuous improvement,Information & Communication Technology,Engineering - Software,Full Time,Canberra,Symonston ACT 2609,"$90,555 - $104,820",Geoscience Australia,Geoscience Australia,False
152,7,59702871,Data Engineer,data-engineer,2023-01-12T08:15:42Z,"Data Engieers , work remotely (any where from Australia )",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,"$110,000 - $135,000",Bizessence,Bizessence Pty Ltd,False
153,7,59690595,Data Engineer,data-engineer,2023-01-11T22:50:30Z,Data engineer for a defence project,Information & Communication Technology,Engineering - Software,Full Time,Canberra,Canberra ACT 2600,,Rubix Solutions,Rubix Solutions Pty Ltd,False
154,8,59838729,Software Developer (Python/Azure),software-developer,2023-01-24T14:03:19Z,We are seeking someone to help Tape Ark meet its challenges through general cloud development capabilities and expanding our Azure expertise.,Information & Communication Technology,Developers/Programmers,Full Time,Perth,East Perth WA 6004,,,Tape Ark,False
155,8,59703546,Python Developer,python-developer,2023-01-12T12:01:16Z,Python Developer required with previous existing power systems engineering and PSCAD.  - Excellent new contract!,Information & Communication Technology,Developers/Programmers,Contract/Temp,Melbourne,Melbourne VIC 3000,,ModusSecurity,ModusSecurity,False
156,8,59787275,Machine Learning Engineer,machine-learning-engineer,2023-01-19T11:11:01Z,Join a global high-growth Regtech startup in an R&D role. This role supports work from home. Stock options are included,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,,,Cognitive View,False
157,8,59737537,ETL Data Engineer,data-engineer,2023-01-16T05:36:14Z,"We have an opportunity for an experienced ETL Data Engineer, supporting  Defence program to deliver an enterprise Health Knowledge Management System",Information & Communication Technology,Database Development & Administration,Contract/Temp,Canberra,Canberra ACT 2600,,FinXL IT Professional Services,FinXL IT Professional Services,False
158,8,59877295,Data Scientist,data-scientist,2023-01-26T23:21:13Z,Our client an ASX Top 50 Company are seeking an experienced Data Scientist to work remotely in Australia and join their ever-growing team.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,,Technology People,Technology People,False
159,8,59748826,SQL Developer/Data Engineer,data-engineer,2023-01-17T02:09:15Z,"SQL Developer/Data Engineer, Min 6 Month Contract, Hybrid Onsite/WFH Model",Information & Communication Technology,Database Development & Administration,Contract/Temp,Brisbane,Brisbane QLD 4000,,Naviro,Naviro,False
160,8,59801236,Distributed Acoustic Sensing data engineer / Software engineer,software-engineer,2023-01-20T06:37:28Z,This is an opportunity to apply modern software tools to solve problems with vast volumes of data.,Information & Communication Technology,Engineering - Software,Full Time,Perth,Perth WA 6000,"$75,000 – $85,000 per year",,Terra15,False
161,8,59734909,Staff Engineer - Data,staff-engineer,2023-01-16T04:11:34Z,Your next Opportunity Awaits! Apply Today,Information & Communication Technology,Other,Full Time,Sydney,,,Commonwealth Bank of Australia,Commonwealth Bank,False
162,8,59762798,Senior Data Engineer,data-engineer,2023-01-18T00:45:47Z,"We are a global energy business involved in every aspect of the energy system working towards delivering light, heat  mobility to millions of people",Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,,Competitive,BP,BP,False
163,8,59718133,Data Engineer,data-engineer,2023-01-13T07:04:58Z,Data Engineer - up to 600 AUD per day - 6 month contract - SYDNEY,Information & Communication Technology,Developers/Programmers,Contract/Temp,Sydney,,$60 - $70 per hour,Elite IT Recruitment,Elite IT Recruitment,False
164,8,59658725,Data Engineer,data-engineer,2023-01-10T00:15:37Z,Looking for a Jnr Data Engineer with strong SQL looking to dive deep into advanced analytics,Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,Melbourne VIC 3000,$80k - 120k per year,Halcyon Knights,Halcyon Knights Pty Ltd,False
165,8,59638889,Data Engineer,data-engineer,2023-01-08T23:41:31Z,"Deliver organisation wide insights and help accelerate robust decision making, drive consistency and enable self-service for our business",Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,Melbourne VIC 3000,Base + Superannuation + Bonus,Specsavers,Specsavers Support Office,False
166,8,59689406,Data Engineer,data-engineer,2023-01-11T21:53:06Z,"Databricks, Azure, Pyspark, Hybrid Melbourne",Information & Communication Technology,Consultants,Full Time,Melbourne,Melbourne VIC 3000,"Azure, Databricks, Pyspark, Hybrid",Sirius People,Sirius Technology Melbourne part of Sirius People Pty Ltd,False
167,8,59733279,Senior Data Engineer,data-engineer,2023-01-16T03:13:25Z,"12 month day rate contract for a greenfield migration project, designing the companies data warehouse capabilities, paying market rates!",Information & Communication Technology,Engineering - Software,Contract/Temp,Sydney,Crows Nest NSW 2065,,Technology People,Technology People,False
168,8,59707766,AWS Data Engineer,data-engineer,2023-01-13T00:03:03Z,AWS Data Engineer with experience in Snowflake or Redshift,Information & Communication Technology,Consultants,Full Time,Melbourne,Melbourne VIC 3000,,,InfoCentric Pty Ltd,False
169,8,59821669,Senior Software Engineer - Data Exchange,software-engineer,2023-01-23T11:44:22Z,"Develop features and improvements to the product in a way that is secure, well-tested, and performant",Information & Communication Technology,Engineering - Software,Full Time,Sydney,,plus super,NSW Department of Customer Service,NSW Department of Customer Service,False
170,8,59636627,Data Engineer,data-engineer,2023-01-08T22:23:11Z,#4 Best Place to work in Australia. Large Public & Commercial Clients. WFH & Flexible working hours. Collaborative and motivating team culture.,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Sydney NSW 2000,"$100,000 - $120,000 + Super + 5% Bonus",AC3,AC3 Pty Limited,False
171,8,59639169,Junior Data Engineer,data-engineer,2023-01-08T23:51:19Z,"Wanting to grow your experience with Azure & be apart of a BRAND new Centre of Excellence?

This hybrid opportunity could be your next BIG career move",Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Aurec Group,Aurec,False
172,8,59639624,Data Engineer - 3 Months - $900 a day,data-engineer,2023-01-09T00:06:07Z,"3 Months contract for a Digital agency, building a data platform for a Banking client",Information & Communication Technology,Engineering - Software,Contract/Temp,Sydney,,$950 a day,Allura Partners,Allura Partners,False
173,8,59796917,Machine Learning Engineer - Flexible Location,machine-learning-engineer,2023-01-20T03:35:07Z,We are looking for a machine learning engineer who can also carry out data science projects to join our growing team,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Endeavour Group,Endeavour Group,False
174,8,59683726,Data Engineer,data-engineer,2023-01-11T04:55:09Z,We are looking for a data engineer to join a growing analytics team for a 6 month contract (with possible extensions),Information & Communication Technology,Database Development & Administration,Contract/Temp,Brisbane,Brisbane QLD 4000,,Humanised Group,Humanised Group,False
175,8,59853579,Senior Enterprise Data Warehouse Engineer SQL/ETL/SAS,Data-Warehouse-Engineer,2023-01-25T05:49:38Z,One of Australia's major brand. Long-term and stable 12 Month + Contract. WFH Flexibility. Open to Australian Citizens only. Join a solid team.,Information & Communication Technology,Database Development & Administration,Contract/Temp,Sydney,Sydney NSW 2000,,Talent Insights Group,Talent Insights Group Pty Ltd,False
176,9,59838729,Software Developer (Python/Azure),software-developer,2023-01-24T14:03:19Z,We are seeking someone to help Tape Ark meet its challenges through general cloud development capabilities and expanding our Azure expertise.,Information & Communication Technology,Developers/Programmers,Full Time,Perth,East Perth WA 6004,,,Tape Ark,False
177,9,59856808,Technical Data Lead,data-lead,2023-01-25T08:35:35Z,Great opportunity for someone with a database background to take the next step up in their career. Contact Chris 0488006567,Information & Communication Technology,Database Development & Administration,Full Time,Brisbane,Brisbane QLD 4000,,Ralston Recruitment,Ralston Recruitment,False
178,9,59716291,Data Engineer | Python | Fundraising Company,data-engineer,2023-01-13T05:28:36Z,Hybrid | AI & Machine Learning | Growing Business,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,,Competitive Salary,Talent Realised,Talent Realised,False
179,9,59819374,Enterprise Data Modeller,data-modeller,2023-01-23T06:07:54Z,Lead the Enterprise data modelling and data design expertise to support all the data initiatives across Sydney Water,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Parramatta NSW 2150,,Sydney Water,Sydney Water Corporation,False
180,9,59702218,Data Analytics Engineer,data-analytics-engineer,2023-01-12T07:01:48Z,"UnitingCare is seeking an experienced Data Analytics Engineer to join their wider Digital Platforms team on a full time, permanent basis.",Information & Communication Technology,Engineering - Software,Full Time,Brisbane,Brisbane QLD 4000,,UnitingCare Queensland,UnitingCare Qld,False
181,9,59850978,Senior Data warehouse Developer,datawarehouse-developer,2023-01-25T04:20:59Z,Senior Data Warehouse Developer working with one of Australia's largest entertainment and subscription business's that bring streaming and technology.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,Up to $165k + Super,SustainAbility Consulting,SustainAbility Consulting,False
182,9,59697640,Data Engineer,data-engineer,2023-01-12T03:26:42Z,A permanent Data Engineer role working for a leading secure cloud services provider.,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,$110000.00 - $125000.00 p.a. + super & bonus,Ambition Recruitment,Ambition,False
183,9,59843661,Python API Engineer,API-Engineer,2023-01-24T23:34:52Z,"Talenza has partnered up with an Analytics & AI company who are seeking a highly-skilled ""Python API Engineer"" for a fully-remote role in Melbourne.",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,$138k - $149k p.a.,Talenza,Talenza,False
184,9,59695018,Data Engineer,data-engineer,2023-01-12T01:41:43Z,Opportunity in the Energy sector for an experienced Data Engineer to support new programs on a 6-month contract + extension. (Hybrid working model),Information & Communication Technology,Engineering - Software,Contract/Temp,Brisbane,Brisbane QLD 4000,6 Contract + Extensions | WFH 2 Days!,Data#3,Data#3 People Solutions QLD,False
185,9,59785431,Machine Learning Engineer,machine-learning-engineer,2023-01-19T06:06:07Z,"Paying up to $180K + Super + ESOP!
Fully Remote / Work From Home 
Machine Learning | Python | SQL | AWS",Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,$160000 - $180000 per annum,Change Recruitment,Change Recruitment,False
186,9,59685279,Data Platform Engineer,Data-Platform-Engineer,2023-01-11T06:00:32Z,Showcase your skills as a Data Platform Engineer as you build and maintain our data quality platform.,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,Salary commensurate to experience,Macquarie Group,Macquarie Group Limited,False
187,9,59798460,Machine Learning Engineer,machine-learning-engineer,2023-01-20T04:32:00Z,"Machine Learning Engineer | $160,000 package | permanent | flexible hybrid work | Python | Azure | Data science | Melbourne or Sydney",Information & Communication Technology,Security,Full Time,Melbourne,Mount Waverley VIC 3149,$130k - $160k p.a.,Talent International,Talent - SEEK Recruitment Agency of the Year | 7 Time Winner,False
188,9,59690442,Data Engineer,data-engineer,2023-01-11T22:43:50Z,Data Engineer for a Defence project,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3004,,Rubix Solutions,Rubix Solutions Pty Ltd,False
189,9,59780955,Enterprise Head of Data Engineering and Analytics,data-engineer,2023-01-19T02:49:34Z,"You will have as opportunity to utilise your blend of technical, architectural and strategy skills to build a solid durable enterprise data platform.",Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,Salary commensurate to experience,Macquarie Group,Macquarie Group Limited,False
190,9,59662623,Enterprise Data Engineer - Data Enablement,data-engineer,2023-01-10T02:28:21Z,Hands on role working closely with the Data Enablement team to manage data harvesting activities for Data Cataloguing.,Information & Communication Technology,Business/Systems Analysts,Full Time,Melbourne,Melbourne VIC 3000,benefits & bonus & flex working,Transurban Group,Transurban Ltd,False
191,9,59756361,Cloud Data Architect,data-architect,2023-01-17T07:39:39Z,Synechron is looking to hire a talented Data Architect who is using a modern AWS stack.,Information & Communication Technology,Architects,Contract/Temp,Melbourne,Melbourne VIC 3000,,Attra Pty Ltd,Attra Pty Ltd,False
192,9,59691328,Junior Data Engineer,data-engineer,2023-01-11T23:22:12Z,Design & build data warehouses that integrate marketing tech tools with our first party data for an Insurance leader,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Bella Vista NSW 2153,Competitive Base + Super + Hybrid Work Week,Greenstone Financial Services,Greenstone Financial Services,False
193,9,59689378,"Senior Data Engineer - AWS, Python",data-engineer,2023-01-11T21:50:48Z,Senior Data Engineer required to build data pipelines to ingest data to AWS platform for a leading financial services business.,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,$1000pd,FourQuarters Recruitment,FourQuarters Recruitment,False
194,9,59844509,Senior Data Solutions Lead,solution-lead,2023-01-25T00:15:57Z,"Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology",Information & Communication Technology,Developers/Programmers,Full Time,Melbourne,Melbourne VIC 3000,,Cognizant,Cognizant Technology Solutions Australia Pty Ltd,False
195,9,59648338,Data Engineer,data-engineer,2023-01-09T04:46:42Z,"Seeking Data Engineers for an exciting tech team within banking and finance. Flexible work options, competitive pay. Focus on SQL, ETL, Bigdata, AWS.",Information & Communication Technology,Other,Full Time,Sydney,,Competitive benefits,Randstad,Randstad Technologies,False
196,9,59643162,Data Engineer,data-engineer,2023-01-09T01:52:18Z,Data Engineer opportunity in Trading Company.,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Tardis Group,Tardis Group,False
197,9,59673705,Data Engineer,data-engineer,2023-01-10T22:17:26Z,Flexibility | Hybrid work model | Fixed term opportunity,Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,,,Experis,Experis,False
198,10,59838729,Software Developer (Python/Azure),software-developer,2023-01-24T14:03:19Z,We are seeking someone to help Tape Ark meet its challenges through general cloud development capabilities and expanding our Azure expertise.,Information & Communication Technology,Developers/Programmers,Full Time,Perth,East Perth WA 6004,,,Tape Ark,False
199,10,59748556,Enterprise Data Architect,enterprise-data-architect,2023-01-17T01:58:49Z,We are looking for a talented Enterprise Data Architect to join our team!,Information & Communication Technology,Architects,Full Time,Melbourne,Melbourne VIC 3000,,Attra Pty Ltd,Attra Pty Ltd,False
200,10,59702189,Data Analytics Engineer,data-analytics-engineer,2023-01-12T06:59:59Z,"UnitingCare is seeking an experienced Data Analytics Engineer to join their wider Digital Platforms team on a full time, permanent basis.",Information & Communication Technology,Database Development & Administration,Full Time,Brisbane,Brisbane QLD 4000,,UnitingCare Queensland,UnitingCare Qld,False
201,10,59727826,Senior Business Intelligence Data Engineer,data-engineer,2023-01-15T23:56:04Z,An exciting opportunity for a data-engineering specialist driving efficiency and innovation as part of Deakin’s Business Strategy & Intelligence team.,Information & Communication Technology,Developers/Programmers,Full Time,Melbourne,Melbourne VIC 3000,"HEW 8 - $105,612 - $120,918 + 17% Superannuation",Deakin University,Deakin University,False
202,10,59660389,Senior Data Engineer,data-engineer,2023-01-10T01:10:37Z,Work for a brand that is instantly recognisable and one of Australia's largest Utility organisations.,Information & Communication Technology,Other,Contract/Temp,Sydney,,,Peoplebank,Peoplebank Australia NSW,False
203,10,59642163,Data Engineer,data-engineer,2023-01-09T01:20:56Z,"This organisation are making a shift to data focused delivery. An exciting role, you'll be part of building out the capability frameworks & processes.",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,$150k - $170k Package & Bonus. Annual Review,Harvey Nash,Harvey Nash,False
204,10,59689428,Data Engineer - AWS,data-engineer,2023-01-11T21:55:07Z,"AWS and Python, Perm, Project Enviro, Hybrid",Information & Communication Technology,Consultants,Full Time,Melbourne,Melbourne VIC 3000,"AWS, Large Projects, Hybrid, Great tech culture",Sirius People,Sirius Technology Melbourne part of Sirius People Pty Ltd,False
205,10,59836208,Analytics Engineer,engineer,2023-01-24T06:52:50Z,"The analytics engineer will influence how we leverage analytics in the organization, and identify opportunities to transform the business.",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,,KraftHeinz,KraftHeinz,False
206,10,59697823,Big Data Engineer,big-data-engineer,2023-01-12T03:34:39Z,Are you a data engineer looking to work for an Australian technology success story? Are you hungry to work on real world hard to solve problems?,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,"$140,000 to $170,000",Mantech International,MANTECH INTERNATIONAL SYSTEMS RECRUITMENT,False
207,10,59618830,Data Engineer,data-engineer,2023-01-05T06:25:45Z,The Next Gen team is seeking a Big Data Engineer to help architect and build our cloud data platform.,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,HUB24,HUB24,False
208,10,59663870,Data Engineer,data-engineer,2023-01-10T03:15:08Z,"Challenge yourself, develop your technical skills and have plenty of fun in the process!",Information & Communication Technology,Engineering - Software,Full Time,Perth,Perth WA 6000,,Servian,Servian Pty Ltd,False
209,10,59706928,Data Engineer APS5 – Executive Level 1,data-engineer,2023-01-12T23:23:29Z,"As a Data Engineer in ASIS, you will have the chance to enable our data science and analysis teams to make the best use of ASIS’s unique data assets.",Government & Defence,Government - Federal,Full Time,Adelaide,Adelaide SA 5000,"$92,297 - $149,038 (plus 15.4% superannuation)",Australian Secret Intelligence Service,Australian Secret Intelligence Service,False
210,10,59685930,Senior Data Engineer,data-engineer,2023-01-11T06:36:33Z,"This is a key role designing, enhancing and maintaining a high quality and scalable data infrastructure that is fit for the current and future needs.",Information & Communication Technology,Engineering - Software,Full Time,Sydney,Ashfield NSW 2131,Up to $120k p.a. + salary package,SSI,SSI,False
211,10,59749800,Machine Learning Engineer,machine-learning-engineer,2023-01-17T02:49:36Z,"Machine Learning Engineer

$150k + Super

Gain Cloud experience",Information & Communication Technology,Engineering - Software,Full Time,Sydney,Chatswood NSW 2067,$140k - $150000.00 p.a. + Super,Bluefin Resources,Bluefin Resources Pty Limited,False
212,10,59690522,Azure Data Engineer,data-engineer,2023-01-11T22:46:39Z,Work with the latest cloud based data tools in the market across the Azure stack for a leading insurance company that is disturbing the industry!,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Aurec Group,Aurec,False
213,10,59669629,Data Engineer,data-engineer,2023-01-10T06:32:05Z,Fantastic opportunity to develop AWS skill set with a leading Technology consultancy. Work from Home hybrid.,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Sydney NSW 2000,$130000 - $160000 per annum,Sirius People,Sirius Technology Sydney part of Sirius People Pty Ltd,False
214,10,59701325,Data Engineer,data-engineer,2023-01-12T05:59:29Z,An excellent opportunity for experienced Data Engineers with a leading Australian provider of high voltage electricity transmission network services.,Engineering,Other,Contract/Temp,Brisbane,,,FinXL IT Professional Services,FinXL IT Professional Services,False
215,10,59701917,Senior Data Engineer,data-engineer,2023-01-12T06:33:43Z,"Become a trusted business partner and join our highly talented Technology team. Permanent, full-time role with WFH options available.",Information & Communication Technology,Database Development & Administration,Full Time,"Newcastle, Maitland & Hunter",Newcastle NSW 2300,,Newcastle Permanent Building Society,Newcastle Permanent Building Society,False
216,10,59755943,Mid - level DevOps Engineer (Data / Kubernetes),devops-engineer,2023-01-17T07:04:05Z,Join a high performing team and develop your DevOps / Data craft whilst earning great $$$,Information & Communication Technology,Engineering - Software,Contract/Temp,Melbourne,Melbourne VIC 3000,$900 - $1050 per day,Opus Recruitment Solutions,Opus Recruitment Solutions,False
217,10,59683390,Operational Data Engineer,data-engineer,2023-01-11T04:42:25Z,GCP (Google Cloud Platform) Data Engineer position for a leading Financial Services organisation,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,$160k package + bonus,TrooCoo,Troocoo,False
218,10,59647899,Data Warehouse Engineer,Data-Warehouse-Engineer,2023-01-09T04:34:14Z,"Support the team in sourcing, transforming, modelling, and exporting a wide range of data",Information & Communication Technology,Engineering - Software,Full Time,Hobart,Hobart TAS 7000,Competitive salary plus 17% superannuation,University of Tasmania,University of Tasmania,False
219,10,59650017,Data Engineer,data-engineer,2023-01-09T05:41:45Z,Long term day rate contract working in a market leading Azure environment building real time analytics solutions,Information & Communication Technology,Database Development & Administration,Contract/Temp,Sydney,Sydney NSW 2000,$900 - $1100 inc super daily,TrooCoo,Troocoo,False
220,11,59748556,Enterprise Data Architect,enterprise-data-architect,2023-01-17T01:58:49Z,We are looking for a talented Enterprise Data Architect to join our team!,Information & Communication Technology,Architects,Full Time,Melbourne,Melbourne VIC 3000,,Attra Pty Ltd,Attra Pty Ltd,False
221,11,59749628,Lead Engineer,engineer,2023-01-17T02:42:53Z,"Lead Engineer to join our Candidate Quality (CQ) squad in a hands-on role, driving new projects and managing a small team of highly skilled engineers.",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,Base + Super + Bonus,SEEK,SEEK Limited,False
222,11,59826693,Data Solution Designer,solutions-designer,2023-01-24T00:42:19Z,Opportunity to lead the Data Platform and Data Management Architecture for our client's growing Data Practice.,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Macquarie Park NSW 2113,,Peoplebank,Peoplebank Australia VIC,False
223,11,59667883,Senior Data Engineer - AWS,data-engineer,2023-01-10T05:17:59Z,Build secure high-performance infrastructure required for optimal ETL/ELT processes from a wide variety of data sources using SQL and AWS tech,Information & Communication Technology,Database Development & Administration,Contract/Temp,Melbourne,Melbourne VIC 3000,$850 - $900 p.a. + including superannuation,Clicks IT Recruitment,Clicks IT Recruitment (VIC),False
224,11,59651564,Data Engineer - Enterprise Technology,data-engineer,2023-01-09T06:53:52Z,"Provide our employees and stakeholders with the best digital experience, and play a key role in powering our enterprise digitalisation strategy.",Information & Communication Technology,Business/Systems Analysts,Full Time,Sydney,Sydney NSW 2000,,Macquarie Group,Macquarie Group Limited,False
225,11,59660354,Senior Data Engineer,data-engineer,2023-01-10T01:09:49Z,Work for a brand that is instantly recognisable and one of Australia's largest Utility organisations.,Information & Communication Technology,Other,Contract/Temp,Melbourne,,,Peoplebank,Peoplebank Australia NSW,False
226,11,59821429,Senior EDW Developer / Data Modeller (Teradata),data-modeller,2023-01-23T09:58:31Z,New urgent 12 months plus contract available for an Enterprise BI Developer / Data Modeller - Massive customer data sets!,Information & Communication Technology,Developers/Programmers,Contract/Temp,Sydney,Sydney NSW 2000,$750-800 per day plus GST (12 Months Plus),Talent Insights Group,Talent Insights Group Pty Ltd,False
227,11,59678063,Principal Engineer - Big Data,engineer,2023-01-11T01:10:22Z,"As a Principal Data Engineer within our Chief Data and Analytics office, you will work with one of Australia's biggest data engineering functions.",Information & Communication Technology,Engineering - Software,Full Time,Sydney,Eveleigh NSW 2015,,Commonwealth Bank of Australia,Commonwealth Bank - Financial Services,False
228,11,59774340,Senior Data Modeler,data-modeller,2023-01-18T21:10:47Z,"Assist in advancing the Azure Data Warehouse value delivery, formulate business and information requirements into conceptual and physical Data Models.",Information & Communication Technology,Database Development & Administration,Contract/Temp,Melbourne,,,AustralianSuper,AustralianSuper,False
229,11,59801509,Python Developer- Cutting Edge Trading Applications,python-developer,2023-01-20T06:38:54Z,Leading bleeding edge tech focused high frequency trading firm is looking for an experienced Python developer for a newly formed trading team in Syd.,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Sydney NSW 2000,"$300,000 – $400,000 per year",Identify Talent,Identify Talent,False
