,page,job_id,title,role_id,listing_date,teaser,classification,subClassification,workType,location,suburbWhereValue,salary,companyName,company_advertiser,isPrivateAdvertiser
0,1,59878387,Senior Data Engineer,data-engineer,2023-01-27T00:24:25Z,"Come and enjoy what Relational Data Systems has to offer which includes, an excellent team culture, flexible hybrid work options and career growth.",Information & Communication Technology,Engineering - Software,Full Time,Perth,Perth WA 6000,,Land Services SA,Land Services SA,False
1,1,59846962,Senior Data Engineer,data-engineer,2023-01-25T01:57:52Z,"Multiple opportunities for highly skilled Senior Data Engineers with a skills mix across SQL, MSBI + Python, AWS/Azure and more",Information & Communication Technology,Consultants,Full Time,Sydney,North Sydney NSW 2060,"negotiable, depending on experience",DWS,DWS Limited,False
2,1,59876675,Lead Data Engineer,data-engineer,2023-01-26T22:36:57Z,Bring your significant data engineering experience across a range of technologies to build an innovative and future ready Data Platform.,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Macquarie Group,Macquarie Group Limited,False
3,1,59826549,Data Engineer,data-engineer,2023-01-24T00:37:27Z,"Data Program will transform how we store, govern, analyse and use data across Bupa.",Information & Communication Technology,Other,Full Time,Melbourne,Melbourne VIC 3000,,Bupa,Bupa HI Pty Ltd,False
4,1,59900084,Data Engineer,data-engineer,2023-01-27T23:17:44Z,Data Engineer - 12 month contract - SYDNEY - up to 550 AUD per day,Information & Communication Technology,Engineering - Software,Contract/Temp,Sydney,,$60 – $70 per hour,Elite IT Recruitment,Elite IT Recruitment,False
5,1,59854558,Data Engineer - Cloud - Hawthorn East,data-engineer,2023-01-25T06:25:07Z,"As a Data Engineer, you will bring extensive expertise on data handling and curation capabilities to the team.",Information & Communication Technology,Developers/Programmers,Full Time,Melbourne,Melbourne VIC 3000,,Coles Group,Coles,False
6,1,59885258,Big Data Engineer,big-data-engineer,2023-01-27T04:06:52Z,"Join our Technology team & showcase your data engineering skills as a Big Data Engineer, building and maintaining applications for our data platform.",Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Macquarie Group,Macquarie Group Limited,False
7,1,59883566,Data Engineer,data-engineer,2023-01-27T03:22:04Z,Data Engineer on a large Azure integration project for a leading Insurance company.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,$160000 + super + bonus,Ethos BeathChapman,Ethos BeathChapman,False
8,1,59817339,Data Engineer,data-engineer,2023-01-23T04:41:10Z,WANTED: A logical mind!,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,,Judo Bank,Judo Bank,False
9,1,59818229,Data Engineer,data-engineer,2023-01-23T05:15:43Z,"Fantastic opportunity for an experienced Data Engineer to play a key ole in designing, building, and maintaining our data infrastructure!",Information & Communication Technology,Engineering - Software,Full Time,Brisbane,Fortitude Valley QLD 4006,,Genie Solutions,Genie Solutions Pty Ltd,False
10,1,59884075,Data Engineer,data-engineer,2023-01-27T03:34:03Z,"We are looking for a ​Data Engineer to join our firm, working collaboratively with our Government clients in a supportive high-paced team.",Information & Communication Technology,Database Development & Administration,Contract/Temp,Canberra,Canberra ACT 2600,,Reason Group,Reason Group,False
11,1,59874676,Data Engineer,data-engineer,2023-01-26T21:35:11Z,"We are seeking an experienced Data Engineer to deliver deliver new ingestion, storage and consumption patterns using AWS cloud native technologies",Information & Communication Technology,Database Development & Administration,Contract/Temp,Melbourne,Melbourne VIC 3000,,Talent International,Talent - SEEK Recruitment Agency of the Year | 7 Time Winner,False
12,1,59834611,Data Engineer,data-engineer,2023-01-24T05:43:03Z,Enrich the firm's data capability through developing innovative and scalable data pipelines. Join an industry leader in their growth of a new product.,Information & Communication Technology,Database Development & Administration,Full Time,Blue Mountains & Central West,,,Robert Walters,Robert Walters,False
13,1,59832502,Data Engineer,data-engineer,2023-01-24T04:21:30Z,Data Engineer | GCP | Snowflake | SE Suburbs | Immediate start,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Rowville VIC 3178,Dependent on experience,Brennan Sourcing,Brennan Sourcing,False
14,1,59807716,Data Engineer,data-engineer,2023-01-22T21:18:11Z,DATA ENGINEER | ETL | PIPELINES | AWS | DATA LAKE |INFRASTRUCTURE | HYBRID | MELBOURNE | SQL | PYTHON | S3 | GLUE | LAMBDA | REDSHIFT | APIs | PYSPARK,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,,$120k - $150k p.a.,Davidson Recruitment,Davidson,False
15,1,59836511,Data Engineer,data-engineer,2023-01-24T07:14:37Z,A fast growing scale up is looking for a Data Engineer with good SQL and Python skills. Hybrid working. Permanent position. ASAP start.,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,"$120,000 – $140,000 package + shares",,Private Advertiser,True
16,1,59797010,Data Engineer,data-engineer,2023-01-20T03:39:01Z,"Based in Brisbane or Melbourne, the Data Engineer contributes to the development and improvement of the data platform.",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,,Shell Energy,Shell Energy,False
17,1,59836448,Data Engineer,data-engineer,2023-01-24T07:10:57Z,A fast growing scale up is looking for a Data Engineer with good SQL and Python skills. Hybrid working. Permanent position. ASAP start.,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,"$120,000 – $140,000 package + shares",,Private Advertiser,True
18,1,59827209,Data Engineer,data-engineer,2023-01-24T01:01:30Z,Seeking Data Engineers to join this great Federal Government initiative working in large complex enterprise environments,Information & Communication Technology,Database Development & Administration,Contract/Temp,Canberra,Canberra ACT 2600,,Calleo,Calleo,False
19,1,59843406,Data Engineer,data-engineer,2023-01-24T23:22:33Z,Talenza has partnered up with an Analytics & AI company who are seeking a highly-skilled Data Engineer for a fully-remote position in Melbourne.,Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,Melbourne VIC 3000,$138k - $149k p.a.,Talenza,Talenza,False
20,1,59833426,Data Analyst Engineer - Azure,analyst-engineer,2023-01-24T04:59:05Z,AZURE | Data Bricks | Data Factory | SQL | Python | API's,Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,,,Six Degrees Executive,Six Degrees Executive Pty Ltd,False
21,1,59788869,Data Engineer,data-engineer,2023-01-19T22:09:31Z,"Being part of the Data & Analytics team, you will be a promoter of our data within the business.",Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,,Temple & Webster Group,Temple & Webster Group,False
22,2,59886689,Account Executive - Melbourne - Data/Analytics Solutions,account-executive,2023-01-27T04:59:18Z,Chance to Join a leading Analytics Solutions provider and drive sales for the Southern Region,Sales,New Business Development,Full Time,Melbourne,Melbourne VIC 3000,,Shiba Recruitment,Shiba Recruitment,False
23,2,59882522,Data Architect,data-architect,2023-01-27T02:55:10Z,Great role in a supportive team,Information & Communication Technology,Architects,Full Time,Melbourne,Melbourne VIC 3000,,Medibank,Medibank,False
24,2,59887719,Enterprise Data Warehouse Engineer,Data-Warehouse-Engineer,2023-01-27T05:45:24Z,Long term contract for an Enterprise Data warehouse Engineer.,Information & Communication Technology,Database Development & Administration,Contract/Temp,Melbourne,,$800 - $1100 p.d.,Talent International,Talent - SEEK Recruitment Agency of the Year | 7 Time Winner,False
25,2,59845126,Data Engineer,data-engineer,2023-01-25T00:42:44Z,Deliver on enterprise needs by provisioning data and offering data solutions,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,,$130000.00 - $150000.00 p.a.,Salt,SALT SEARCH PTY LTD,False
26,2,59862246,Senior Enterprise Data Warehouse Engineer - Melbourne/Geelong,Data-Warehouse-Engineer,2023-01-25T20:31:08Z,Flexible working - Melbourne or Geelong. Australian Citizens only. Opportunity to do genuinely good work that helps the betterment of Australia.,Information & Communication Technology,Engineering - Software,Contract/Temp,Melbourne,Melbourne VIC 3000,$1000 per day,Talent Insights Group,Talent Insights Group Pty Ltd,False
27,2,59772456,Junior Data Engineer,data-engineer,2023-01-18T08:26:13Z,"If you are a Junior Data Engineer looking to develop a solid career with a top organisation and expert team, please keep reading...",Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,,Talent Insights Group,Talent Insights Group Pty Ltd,False
28,2,59878387,Senior Data Engineer,data-engineer,2023-01-27T00:24:25Z,"Come and enjoy what Relational Data Systems has to offer which includes, an excellent team culture, flexible hybrid work options and career growth.",Information & Communication Technology,Engineering - Software,Full Time,Perth,Perth WA 6000,,Land Services SA,Land Services SA,False
29,2,59885853,Senior Data Engineer,data-engineer,2023-01-27T04:22:56Z,Excellent long term contract opportunity for a Senior Data Engineer to join a growing organisation on a greenfield project,Information & Communication Technology,Database Development & Administration,Contract/Temp,Sydney,,Competitive Daily Rate,Hydrogen Group,Hydrogen Group Pty Ltd,False
30,2,59755136,Data Engineer,data-engineer,2023-01-17T06:09:52Z,Exciting Data Engineer opportunity within a friendly supportive team.,Information & Communication Technology,Database Development & Administration,Contract/Temp,Sydney,Macquarie Park NSW 2113,$800 - $900 p.d. + Excluding Super,Paxus,Paxus,False
31,2,59826814,Cloud Data Engineer (Pyspark/DataBricks/AWS),Cloud-Data-Engineer,2023-01-24T00:46:31Z,"Come on the journey to help transform the technology landscape of this well known business.

We need you!",Information & Communication Technology,Other,Full Time,Brisbane,,$160k - $185k p.a. + (total package),Michael Page,Michael Page Information Technology,False
32,2,59820905,Data Assurance Engineer,assurance-engineer,2023-01-23T08:27:26Z,Due to on going growth within the Data Analytics Team a position for a Data Assurance Engineer is now required on a Perm Full Time basis.,Information & Communication Technology,Engineering - Software,Full Time,Perth,Perth WA 6000,,HBF Health,HBF Health Limited,False
33,2,59813548,Data Engineer - Machine Learning,machine-learning-engineer,2023-01-23T02:06:52Z,Get to work with cutting edge technology.,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Evolution Recruitment Solutions,Evolution Recruitment Solutions Pty Ltd,False
34,2,59791554,Principal Data Engineer,data-engineer,2023-01-20T00:29:42Z,Join us on the next evolution of our Data and Analytics Platforms in our technology driven award winning digital bank,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,Great Salary + Benefits + Flexibility + Bonus,Macquarie Group,Macquarie Group Limited,False
35,2,59804527,Data Engineer,data-engineer,2023-01-21T01:43:34Z,"At xDNA, we reimagine your problems to find solutions that matter.  Join us as a Data Engineer and see whats possible.",Information & Communication Technology,Other,Full Time,Brisbane,Brisbane QLD 4000,"Competitive Salary, great benefits and hybrid work",Downer,Downer EDI Services Pty Ltd,False
36,2,59874744,Enterprise Data Warehouse (EDW) Engineer x2 - EL1  level,engineer,2023-01-26T21:44:25Z,"As an EL1 EDW Engineer, you will be responsible for developing data assets in a GCFR framework on the TD-based data warehouse platform.",Information & Communication Technology,Database Development & Administration,Contract/Temp,Melbourne,Melbourne VIC 3000,$120.00 - 133.33 per hour + 7.5 hr days for 5 days,Halcyon Knights,Halcyon Knights Pty Ltd,False
37,2,59744293,Junior Data Engineer/ETL Consultant,extract-transform-load-consultant,2023-01-16T23:17:56Z,We are currently seeking a Junior Data Engineer/ETL Consultant for our Sydney office to focus on business intelligence and analytics solutions.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,,IQVIA,IQVIA,False
38,2,59743061,Data Engineer,data-engineer,2023-01-16T22:27:23Z,A chance to be a part of positive change in the industry.,Information & Communication Technology,Database Development & Administration,Full Time,Brisbane,Brisbane QLD 4000,,TEKsystems,TEKsystems,False
39,2,59791833,Data Engineer - MarTech,data-engineer,2023-01-20T00:41:35Z,We are creating exciting and trusted experiences for our customers and revolutionising the gaming space as we go.,Information & Communication Technology,Business/Systems Analysts,Full Time,Brisbane,Bowen Hills QLD 4006,Potential to earn up to 20% bonus!,Entain Group Pty Ltd,Entain Group PTY LTD,False
40,2,59798361,Data Engineer,data-engineer,2023-01-20T04:28:23Z,"Our client, a rapidly growing data consultancy, is looking for a mid to senior Data Engineer to join their growing team.",Information & Communication Technology,Consultants,Full Time,Melbourne,Melbourne VIC 3000,$160k - 180k per year,Halcyon Knights,Halcyon Knights Pty Ltd,False
41,2,59830324,Data Engineer,data-engineer,2023-01-24T03:03:52Z,"We’re serious about investing in data science to make our roads safer. Be supported by a flexible work environment, innovation, and an inclusive team.",Information & Communication Technology,Engineering - Software,Full Time,Brisbane,Brisbane QLD 4000,"$93,156 - $103,347 + super + RDO",National Heavy Vehicle Regulator,National Heavy Vehicle Regulator,False
42,2,59812016,SQL Developer/Data Engineer,data-engineer,2023-01-23T01:03:04Z,We are seeking a talented SQL Developer/Data Engineer to start a 12-month contract within an established Canberra based team,Information & Communication Technology,Engineering - Software,Contract/Temp,Canberra,Canberra ACT 2600,Negotiable & competitive rate for right candidate,,CUE-X People,False
43,2,59766068,Graduate / Junior Data Engineer,data-engineer,2023-01-18T02:57:47Z,Opportunity for a Graduate Data Analyst/Engineer to kick start your career for a well established International Business,Information & Communication Technology,Engineering - Software,Full Time,Sydney,,$75 - 90k base + super,Austcorp Executive,Austcorp Executive,False
44,3,59846962,Senior Data Engineer,data-engineer,2023-01-25T01:57:52Z,"Multiple opportunities for highly skilled Senior Data Engineers with a skills mix across SQL, MSBI + Python, AWS/Azure and more",Information & Communication Technology,Consultants,Full Time,Sydney,North Sydney NSW 2060,"negotiable, depending on experience",DWS,DWS Limited,False
45,3,59847394,Data Modeler,data-modeller,2023-01-25T02:15:57Z,Full Circle Partners are currently seeking a Data Modeler to join their team on an exciting project.,Information & Communication Technology,Database Development & Administration,Contract/Temp,Perth,Perth WA 6000,,Full Circle Partners,Full Circle Partners,False
46,3,59837377,Senior Data Engineer,data-engineer,2023-01-24T08:51:05Z,"Join a fantastic team within a challenging environment, having access to cutting edge technology.",Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,"Up to 1,050 incl super",Correlate Resources,Correlate Resources,False
47,3,59745112,Data Engineer,data-engineer,2023-01-16T23:53:01Z,"Data Engineers | Permanent Opportunities | Up to $160,000 plus super | Brisbane based| Hybrid WFH",Information & Communication Technology,Database Development & Administration,Full Time,Brisbane,Brisbane QLD 4000,,Blackroc,BLACKROC,False
48,3,59817861,Data Engineer,data-engineer,2023-01-23T05:01:27Z,Working for a Saas business. You will be developing and maintaining the data platform. Must have experience with Informatica.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,$140K - $150K Base,Launch Recruitment,Launch Recruitment Pty Ltd,False
49,3,59797623,Data Engineer Data Quality Specialist,quality-specialist,2023-01-20T04:01:04Z,Are you an experienced Data Engineer problem solver? Join our business on an exciting career trajectory!,Information & Communication Technology,Database Development & Administration,Full Time,Brisbane,Brisbane QLD 4000,,Urban Utilities,Urban Utilities,False
50,3,59787668,Graduate - Junior Developer / Data Engineer / Cloud Engineer / ServiceNow,cloud-engineer,2023-01-19T18:52:16Z,"Multiple full-time, entry level positions to fill. If you love to learn, have a can-do attitude and eager to launch your career in IT - come join us!",Information & Communication Technology,Developers/Programmers,Full Time,Melbourne,Melbourne VIC 3000,,Centric 128,Centric 128,False
51,3,59785380,Data Engineer,data-engineer,2023-01-19T06:03:38Z,"Large NSW government department is looking for Data engineers with Python, Snowflake experience to join the large team",Information & Communication Technology,Other,Contract/Temp,Sydney,Macquarie Park NSW 2113,exclusive super,Paxus,Paxus,False
52,3,59791655,Data Analyst/Engineer,analyst-engineer,2023-01-20T00:34:47Z,This role is part of the Data Management Services function which grows and manages the analytic information asset base.,Education & Training,Other,Full Time,Sydney,Broadway NSW 2007,$94656 to $104713 per Year,UTS,University of Technology Sydney,False
53,3,59734397,Data Engineer,data-engineer,2023-01-16T03:53:46Z,DATA ENGINEER | SOUTH EAST MELBOURNE | AWS | PYTHON |PIPELINES| SQL | DYNAMO DB | LAMBDA | CI/CD | AGILE | DATA MODELLING | FLEXIBLE WORK | HYBRID |,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,East Melbourne VIC 3002,$120k - $170k p.a.,Davidson Recruitment,Davidson,False
54,3,59801007,Data Engineer - Business Intelligence,data-engineer,2023-01-20T06:08:52Z,"The Data Engineer, Business Intelligence performs the critical roles of data ingestion and data management to facilitate reporting and analytics.",Information & Communication Technology,Engineering - Software,Full Time,Canberra,Pialligo ACT 2609,,Raytheon Australia,Raytheon Australia,False
55,3,59798628,Data Engineer,data-engineer,2023-01-20T04:38:07Z,"Join a fantastic team within a challenging environment, having access to cutting edge technology and continue career development and growth.",Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,Up to 150k + super,Correlate Resources,Correlate Resources,False
56,3,59803899,Data Engineer,data-engineer,2023-01-20T18:30:45Z,Join a global leader in non-combative defence solutions and build out their ML and Data capability!,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,$120k - 140k + super | Sydney - 3 days WFH,TheDriveGroup,TheDriveGroup,False
57,3,59736564,Data Engineer,data-engineer,2023-01-16T05:01:11Z,"Play a significant role in setting up data infrastructure, data pipelines and implementation across Cleanaway - an iconic ASX100 brand",Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Melbourne,Melbourne VIC 3004,,Cleanaway,Cleanaway Operations Pty Ltd,False
58,3,59844776,Azure Data Platform Engineer - Sydney,Data-Platform-Engineer,2023-01-25T00:26:33Z,"Title: Azure Data Platform Engineer
Location: Sydney (Hybrid work environment)
Type: Contract - 6 months or more",Information & Communication Technology,Consultants,Contract/Temp,Sydney,Sydney NSW 2000,open to discuss,Ayan Infotech,AYAN INFOTECH PTY LTD,False
59,3,59726067,Data Engineer,data-engineer,2023-01-15T22:46:39Z,Be part of a journey to enhance our employee experience.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Sydney NSW 2000,Salary commensurate with experience,Macquarie Group,Macquarie Group Limited,False
60,3,59798674,Data Engineer,data-engineer,2023-01-20T04:39:44Z,"Join a fantastic team within a challenging environment, having access to cutting edge technology and continue career development and growth.",Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,Melbourne VIC 3000,Up to 150k + super,Correlate Resources,Correlate Resources,False
61,3,59757210,Data Engineer,data-engineer,2023-01-17T10:35:19Z,12 month + contract for an experienced Data Engineer to join a large project team. Excellent daily rate and ASAP start!,Information & Communication Technology,Database Development & Administration,Contract/Temp,Sydney,Macquarie Park NSW 2113,$950 - $1100 p.d. + Plus super,Clicks IT Recruitment,Clicks IT Recruitment (NSW),False
62,3,59803290,Data Engineer,data-engineer,2023-01-20T11:24:28Z,Deliver data engineering solutions to enable data structures that are capable to support and drive business analytics in Aruma's digital platform.,Information & Communication Technology,Database Development & Administration,Full Time,Sydney,,Salary Packaging+EAP,Aruma,Aruma,False
63,3,59796610,Principal Data Engineer(AWS),data-engineer,2023-01-20T03:22:02Z,"Are you a AWS & Python Expert looking for the RIGHT change in 2023?!

Be rewarded for your elite skill set!

Tech Leads/Principal Engineers APPLY NOW!",Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,,Aurec Group,Aurec,False
64,3,59752531,Data Engineer,data-engineer,2023-01-17T04:34:28Z,"Data Engineer with strong experience in SQL, Power BI, Master Data Management.",Information & Communication Technology,Engineering - Software,Full Time,Sydney,,,Aware Super,Aware Super,False
65,3,59890391,Principle Technical Lead - Data Engineering,data-engineer,2023-01-27T07:42:35Z,"A great opportunity to showcase your technical leadership skills, influence, and drive team performance, and bring new techniques to Suncorp Group!",Information & Communication Technology,Engineering - Software,Full Time,Brisbane,Brisbane QLD 4000,,Suncorp,Suncorp,False
66,4,59816459,Budgeting and Reporting Consultant,consultant,2023-01-23T04:05:51Z,Great opportunity for a dedicated team player with a passion for delivering high quality outcomes to join our Service Delivery Team in Melbourne.,Information & Communication Technology,Consultants,Full Time,Melbourne,Hawthorn VIC 3122,,MAGIQ Software,MAGIQ Software Ltd,False
67,4,59882522,Data Architect,data-architect,2023-01-27T02:55:10Z,Great role in a supportive team,Information & Communication Technology,Architects,Full Time,Melbourne,Melbourne VIC 3000,,Medibank,Medibank,False
68,4,59890392,Principle Technical Lead - Data Engineering,data-engineer,2023-01-27T07:42:36Z,"A great opportunity to showcase your technical leadership skills, influence, and drive team performance, and bring new techniques to Suncorp Group!",Information & Communication Technology,Engineering - Software,Full Time,Brisbane,Brisbane QLD 4000,,Suncorp,Suncorp,False
69,4,59819744,Principal Data Engineer,data-engineer,2023-01-23T06:27:48Z,Exciting role for Principal Data and Analytics Engineer to work as part of SME team.  Work with Senior Stakeholders and be part of thought leadership.,Information & Communication Technology,Other,Full Time,Sydney,Sydney NSW 2000,,Technology People,Technology People,False
70,4,59782408,Enterprise Data Engineer - Data Enablement,data-engineer,2023-01-19T03:51:26Z,Hands on role working closely with the Data Enablement team to manage data harvesting activities for Data Cataloguing.,Information & Communication Technology,Business/Systems Analysts,Full Time,Melbourne,Melbourne VIC 3000,benefits & bonus & flex working,Transurban Group,Transurban Ltd,False
71,4,59749432,Data Engineer,data-engineer,2023-01-17T02:35:04Z,"Data Engineer in IT function, key interface between business and Data Analytics. Perm Role, based Mascot NSW, hybrid working, work from home & office",Information & Communication Technology,Database Development & Administration,Full Time,Sydney,Mascot NSW 2020,,BlueScope Steel,BlueScope,False
72,4,59825300,Senior Cloud Data Engineer,Cloud-Data-Engineer,2023-01-23T23:45:40Z,Build cloud-based data assets in GCP/AWS for our Digital Data Hub in a high performing team. Improve how we access data via APIs in real time.,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,Salary + banking benefits + hybrid flexible work,Bendigo & Adelaide Bank,Bendigo and Adelaide Bank,False
73,4,59825299,Senior Cloud Data Engineer,Cloud-Data-Engineer,2023-01-23T23:45:40Z,Build cloud-based data assets in GCP/AWS for our Digital Data Hub in a high performing team. Improve how we access data via APIs in real time.,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,Salary + banking benefits + hybrid flexible work,Bendigo & Adelaide Bank,Bendigo and Adelaide Bank,False
74,4,59846962,Senior Data Engineer,data-engineer,2023-01-25T01:57:52Z,"Multiple opportunities for highly skilled Senior Data Engineers with a skills mix across SQL, MSBI + Python, AWS/Azure and more",Information & Communication Technology,Consultants,Full Time,Sydney,North Sydney NSW 2060,"negotiable, depending on experience",DWS,DWS Limited,False
75,4,59726990,Data Engineer,data-engineer,2023-01-15T23:24:28Z,12 month fixed term contract.Strong programming skills using Python-Working knowledge of relational databases and query authoring (SQL).,Information & Communication Technology,Developers/Programmers,Full Time,Melbourne,Melbourne VIC 3000,,Latitude Financial Services,Latitude Financial Services,False
76,4,59813921,Senior Engineer - Data Analytics,engineer,2023-01-23T02:23:52Z,"Want to be apart of a team with a very exciting future ahead?
Are you a self-starter and proactive who wants to learn multiple different technologies",Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,"$130,000 - $150,000",Aspirante,Aspirante,False
77,4,59814360,Senior Data Engineer,data-engineer,2023-01-23T02:43:39Z,"Brand new roles in an existing team of engineers, embarking on a large scale digital transformation of their Data & Analytics platform.",Information & Communication Technology,Developers/Programmers,Full Time,Brisbane,,$140k - $160k p.a. + super,Michael Page,Michael Page Information Technology,False
78,4,59878728,Data Modeler,data-modeller,2023-01-27T00:32:22Z,Hawksworth have partnered with a major leader in their industry to on-board a Data Modeler. This is a permanent opportunity based in Sydney.,Information & Communication Technology,Developers/Programmers,Full Time,Sydney,Sydney NSW 2000,"$ 180,000 + super + 14% bonus",Hawksworth Consulting,Hawksworth Consulting,False
79,4,59890393,Principle Technical Lead - Data Engineering,data-engineer,2023-01-27T07:42:36Z,"A great opportunity to showcase your technical leadership skills, influence, and drive team performance, and bring new techniques to Suncorp Group!",Information & Communication Technology,Team Leaders,Full Time,Brisbane,Brisbane QLD 4000,,Suncorp,Suncorp,False
80,4,59797495,Senior Data Engineer,data-engineer,2023-01-20T03:56:18Z,Join our team and be a part of shaping the future of intelligence capabilities by utilizing cutting-edge analytics and technologies.,Government & Defence,Government - State,Full Time,Sydney,Parramatta NSW 2150,$116211 - $128061 p.a.,NSW Department of Customer Service,NSW Department of Customer Service,False
81,4,59853745,Machine Learning Engineer,machine-learning-engineer,2023-01-25T05:54:54Z,"Leading tech and retail company hiring for a Machine learning engineer. Digital transformation, Perm, hybrid.",Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,,Talent Insights Group,Talent Insights Group Pty Ltd,False
82,4,59809377,Senior Data Engineer,data-engineer,2023-01-22T23:09:06Z,"IMMEDIATE – Senior Data Engineer – AUD 190,000 – Permanent Role – Government Health Project",Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,$170000 - $190000 per annum,PATH4 Group,Talent Street,False
83,4,59773741,Data Engineer / ETL Developer,data-engineer,2023-01-18T18:30:46Z,Solve problems and build solutions critical to the success of businesses within the Financial sector,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney NSW 2000,$110 - $140k + super | 2 days WFH,TheDriveGroup,TheDriveGroup,False
84,4,59799520,"Senior Data Engineer - AWS, Python",data-engineer,2023-01-20T05:11:21Z,Senior Data Engineer required to build data pipelines to ingest data to AWS platform for a leading financial services business.,Information & Communication Technology,Engineering - Software,Full Time,Melbourne,Melbourne VIC 3000,$1000pd,FourQuarters Recruitment,FourQuarters Recruitment,False
85,4,59799504,"Data Engineer - Azure, ADF, SSIS",data-engineer,2023-01-20T05:10:28Z,Data Engineer required to build data pipelines to ingest data from source systems as part of a migration to Snowflake for a leading utilities business,Information & Communication Technology,Other,Contract/Temp,Melbourne,Melbourne VIC 3000,$900pd,FourQuarters Recruitment,FourQuarters Recruitment,False
86,4,59763744,Data Engineer | Python | AWS,data-engineer,2023-01-18T01:23:26Z,Data warehouse and ETL development in an agile environment with modern hardware and direct access to AWS cloud services.,Information & Communication Technology,Database Development & Administration,Full Time,Melbourne,Melbourne VIC 3000,,Online Education Services,Online Education Services,False
87,4,59798962,SQL Data engineer,data-engineer,2023-01-20T04:51:14Z,Multiple opportunities available for Data Engineers & Analysts in the banking sector.,Information & Communication Technology,Other,Full Time,Brisbane,,$145k - $165k p.a.,Finite IT Recruitment,Finite IT Recruitment Solutions,False
88,5,59856808,Technical Data Lead,data-lead,2023-01-25T08:35:35Z,Great opportunity for someone with a database background to take the next step up in their career. Contact Chris 0488006567,Information & Communication Technology,Database Development & Administration,Full Time,Brisbane,Brisbane QLD 4000,,Ralston Recruitment,Ralston Recruitment,False
89,5,59779703,Technical Implementation Lead,implementation-lead,2023-01-19T01:45:18Z,Do you have a drive to achieve any given task or project and run methodically to the finish line with minimal oversight? We want to hear from you!,Information & Communication Technology,Engineering - Software,Full Time,Sydney,Sydney Olympic Park NSW 2127,,4wd Supacentre,4wd Supacentre,False
90,5,59745054,Data Engineer,data-engineer,2023-01-16T23:50:20Z,"Multiple roles available across Data & Analytics, Data Platforms & Data Science | Unrivalled culture | Innovative tech across Microsoft stack",Information & Communication Technology,Database Development & Administration,Full Time,Brisbane,Brisbane QLD 4000,,Glass and Co,GLASS and Co Pty Ltd,False
91,5,59780944,Software Developer / Data Engineer,software-developer,2023-01-19T02:49:14Z,"We are looking for 6 software developer / data engineers with skills in python, web applications, containerisation technologies, SQL and NoSQL.",Information & Communication Technology,Developers/Programmers,Contract/Temp,Canberra,,,,3T Consulting and Services,False
92,5,59745948,Data Engineer,data-engineer,2023-01-17T00:22:45Z,DATA ENGINEER | AWS | ETL | SQL | DATA PIPELINE | MULTIPLE DATA SOURCE | DATA WAREHOUSE | BI TOOLS | HYBRID | MELBOURNE | CONTRACT |,Information & Communication Technology,Engineering - Software,Contract/Temp,Melbourne,,$800 - $1k p.d.,Davidson Recruitment,Davidson,False
